oem_id,brand,model,released_date,announced_date,hardware_designer,manufacturer,codename,general_extras,device_category,width,height,depth,dimensions,weight_gram,price,price_currency,platform,operating_system,software_extras,cpu_clock,cpu,ram_type,ram_capacity,non_volatile_memory_capacity,display_hole,display_diagonal,horizontal_full_bezel_width,display_area_utilization,pixel_density,display_type,number_of_display_scales,display_refresh_rate,graphical_controller,supported_cellular_bands,sim_card_slot,usb,usb_services,usb_connector,max_charging_power,bluetooth,WLAN,additional_sensors,battery_capacity,market_regions,info_added_date,x_resolution,y_resolution
D54pAP,Apple,iPhone 12 Pro Max UW 5G A2342 Dual SIM TD-LTE US 256GB,23-10-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,4","Haptic touch feedback,Tactile touch feedback",Smartphone,78.1,160.8,7.4,3.07x6.33x0.29 inches,228,1199,USD,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,256,1-hole,169.7,6.77,87.5,457,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3687 mAh battery,North America,05-12-20 11:33,1284,2772
D53pAP,Apple,iPhone 12 Pro UW 5G A2341 Dual SIM TD-LTE US 512GB,23-10-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,3","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,146.7,7.4,2.81x5.78x0.29 inches,189,1299,USD,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,512,1-hole,153.92,6.94,86,460,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2815 mAh battery,North America,04-12-20 22:12,1170,2532
D53pAP,Apple,iPhone 12 Pro UW 5G A2341 Dual SIM TD-LTE US 128GB,23-10-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,3","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,146.7,7.4,2.81x5.78x0.29 inches,189,999,USD,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,128,1-hole,153.92,6.94,86,460,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2815 mAh battery,North America,04-12-20 22:07,1170,2532
D53pAP,Apple,iPhone 12 Pro UW 5G A2341 Dual SIM TD-LTE US 256GB,23-10-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,3","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,146.7,7.4,2.81x5.78x0.29 inches,189,1099,USD,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,256,1-hole,153.92,6.94,86,460,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B14),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE700 (B29),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),LTE600 (B71),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),NR600 (N71),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79),TD-NR39G (N260),TD-NR28G (N261)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2815 mAh battery,North America,01-12-20 21:34,1170,2532
D54pAP,Apple,iPhone 12 Pro Max 5G A2411 Global Dual SIM TD-LTE 128GB,12-11-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,4","Haptic touch feedback,Tactile touch feedback",Smartphone,78.1,160.8,7.4,3.07x6.33x0.29 inches,226,1099,GBP,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,128,1-hole,169.7,6.9,87.3,458,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3687 mAh battery,"Africa,Asia,Australia,Central America,Eastern Europe,Europe,Middle East,North America,Oceania,South America,Southeast Asia,Western Europe,Worldwide",30-11-20 15:46,1284,2778
D54pAP,Apple,iPhone 12 Pro Max 5G A2411 Global Dual SIM TD-LTE 256GB,12-11-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,4","Haptic touch feedback,Tactile touch feedback",Smartphone,78.1,160.8,7.4,3.07x6.33x0.29 inches,226,1199,GBP,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,256,1-hole,169.7,6.9,87.3,458,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",3687 mAh battery,"Africa,Asia,Australia,Central America,Eastern Europe,Europe,Middle East,North America,Oceania,South America,Southeast Asia,Western Europe,Worldwide",29-11-20 21:52,1284,2778
D53pAP,Apple,iPhone 12 Pro 5G A2407 Global Dual SIM TD-LTE 128GB,06-11-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,3","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,146.7,7.4,2.81x5.78x0.29 inches,187,999,GBP,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,128,1-hole,153.92,6.94,86,460,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2815 mAh battery,"Africa,Asia,Australia,Central America,Eastern Europe,Europe,Middle East,North America,Oceania,South America,Southeast Asia,Western Europe,Worldwide",29-11-20 15:24,1170,2532
D53pAP,Apple,iPhone 12 Pro 5G A2407 Global Dual SIM TD-LTE 256GB,06-11-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,3","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,146.7,7.4,2.81x5.78x0.29 inches,187,1099,GBP,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,6,256,1-hole,153.92,6.94,86,460,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2815 mAh battery,"Africa,Asia,Australia,Central America,Eastern Europe,Europe,Middle East,North America,Oceania,South America,Southeast Asia,Western Europe,Worldwide",29-11-20 12:45,1170,2532
D52gAP,Apple,iPhone 12 Mini 5G A2399 Global Dual SIM TD-LTE 128GB,12-11-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,1","Haptic touch feedback,Tactile touch feedback",Smartphone,64.2,131.5,7.4,2.53x5.18x0.29 inches,133,749,GBP,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,4,128,1-hole,137.67,6.51,85.4,475,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2227 mAh battery,"Africa,Asia,Australia,Central America,Eastern Europe,Europe,Middle East,North America,Oceania,South America,Southeast Asia,Western Europe,Worldwide",29-11-20 11:49,1080,2340
D52gAP,Apple,iPhone 12 Mini 5G A2399 Global Dual SIM TD-LTE 64GB,12-11-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,1","Haptic touch feedback,Tactile touch feedback",Smartphone,64.2,131.5,7.4,2.53x5.18x0.29 inches,133,699,GBP,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,4,64,1-hole,137.67,6.51,85.4,475,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2227 mAh battery,"Africa,Asia,Australia,Central America,Eastern Europe,Europe,Middle East,North America,Oceania,South America,Southeast Asia,Western Europe,Worldwide",28-11-20 21:25,1080,2340
D53gAP,Apple,iPhone 12 5G A2403 Global Dual SIM TD-LTE 128GB,23-10-20,13-10-20,Apple,Foxconn,"Apple iPhone 13,2","Haptic touch feedback,Tactile touch feedback",Smartphone,71.5,146.7,7.4,2.81x5.78x0.29 inches,162,849,GBP,iOS / iPadOS,Apple iOS 14.1,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",2990,"Apple A14 Bionic APL1001 / APL1W01 (T8101), 2020, 64 bit, hexa-core, 128 Kbyte I-Cache, 64 Kbyte D-Cache, 4096 Kbyte L2, 8192 Kbyte L3, 5 nm, Apple A14 GPU",LPDDR4 SDRAM,4,128,1-hole,153.92,6.94,86,460,AM-OLEDdisplay,1073.7,60,Apple A14MP4,"GSM850,GSM900,GSM1800,GSM1900,UMTS2100 (B1),UMTS1900 (B2),UMTS1700/2100 (B4),UMTS850 (B5),UMTS900 (B8),CDMA800 (BC0),CDMA1900 (BC1/BC14),LTE2100 (B1),LTE1900 (B2),LTE1800 (B3),LTE1700/2100 (B4),LTE850 (B5),LTE2600 (B7),LTE900 (B8),LTE700 (B12),LTE700 (B13),LTE700 (B17),LTE800 (B18),LTE800 (B19),LTE800 (B20),LTE1900 (B25),LTE850 (B26),LTE700 (B28),LTE2300 (B30),LTE1500 (B32),TD-LTE2000 (B34),TD-LTE2600 (B38),TD-LTE1900 (B39),TD-LTE2300 (B40),TD-LTE2500 (B41),TD-LTE3500 (B42),TD-LTE5900  (B46),TD-LTE3600  (B48),LTE1700/2100 (B66),NR2100 (N1),NR1900 (N2),NR1800 (N3),NR850 (N5),NR2600 (N7),NR900 (N8),NR 700 (N12),NR800 (N20),NR1900 (N25),NR700 (N28),TD-NR2600 (N38),TD-NR2300 (N40),TD-NR2500 (N41),NR1700/2100 (N66),TD-NR3700 (N77),TD-NR3500 (N78),TD-NR4700 (N79)bands",e-SIM,USB 2.0,"USB charging,USB fast charging",Proprietary,20,Bluetooth 5.0,"802.11a,802.11b,802.11g,802.11n,802.11ac,802.11ax","Barometer,L sensor,P sensor,Step counter,IR face sensor",2815 mAh battery,"Africa,Asia,Australia,Central America,Eastern Europe,Europe,Middle East,North America,Oceania,South America,Southeast Asia,Western Europe,Worldwide",28-11-20 21:05,1170,2532
